problem_id,title,title_slug,difficulty,acceptance_rate,likes,dislikes,is_paid_only,topic_tags
1016,Subarray Sums Divisible by K,subarray-sums-divisible-by-k,Medium,56.410530369301924,7951,347,False,"Array, Hash Table, Prefix Sum"
1017,Odd Even Jump,odd-even-jump,Hard,41.303478608556574,2119,533,False,"Array, Dynamic Programming, Stack, Sorting, Monotonic Stack, Ordered Set"
1018,Largest Perimeter Triangle,largest-perimeter-triangle,Easy,62.272450390924526,3412,444,False,"Array, Math, Greedy, Sorting"
1019,Squares of a Sorted Array,squares-of-a-sorted-array,Easy,73.8659653835247,10342,281,False,"Array, Two Pointers, Sorting"
1020,Longest Turbulent Subarray,longest-turbulent-subarray,Medium,49.24264627288181,2127,263,False,"Array, Dynamic Programming, Sliding Window"
1021,Distribute Coins in Binary Tree,distribute-coins-in-binary-tree,Medium,77.32491874579355,6105,250,False,"Tree, Depth-First Search, Binary Tree"
1022,Unique Paths III,unique-paths-iii,Hard,82.87357368769845,5519,200,False,"Array, Backtracking, Bit Manipulation, Matrix"
1023,Time Based Key-Value Store,time-based-key-value-store,Medium,50.00019807759095,5317,738,False,"Hash Table, String, Binary Search, Design"
1024,Triples with Bitwise AND Equal To Zero,triples-with-bitwise-and-equal-to-zero,Hard,60.111612443600094,485,222,False,"Array, Hash Table, Bit Manipulation"
1025,Minimum Cost For Tickets,minimum-cost-for-tickets,Medium,67.43929080170487,8852,192,False,"Array, Dynamic Programming"
1026,String Without AAA or BBB,string-without-aaa-or-bbb,Medium,45.282069604147374,879,377,False,"String, Greedy"
1027,Sum of Even Numbers After Queries,sum-of-even-numbers-after-queries,Medium,68.90387370690222,2144,323,False,"Array, Simulation"
1028,Interval List Intersections,interval-list-intersections,Medium,73.07328334116693,5948,131,False,"Array, Two Pointers, Sweep Line"
1029,Vertical Order Traversal of a Binary Tree,vertical-order-traversal-of-a-binary-tree,Hard,54.070426230853904,8733,4393,False,"Hash Table, Tree, Depth-First Search, Breadth-First Search, Sorting, Binary Tree"
1030,Smallest String Starting From Leaf,smallest-string-starting-from-leaf,Medium,61.28325278247998,2431,336,False,"String, Backtracking, Tree, Depth-First Search, Binary Tree"
1031,Add to Array-Form of Integer,add-to-array-form-of-integer,Easy,45.57381573500325,3710,317,False,"Array, Math"
1032,Satisfiability of Equality Equations,satisfiability-of-equality-equations,Medium,51.95436789451122,4068,68,False,"Array, String, Union-Find, Graph Theory"
1033,Broken Calculator,broken-calculator,Medium,56.226413396965626,2851,218,False,"Math, Greedy"
1034,Subarrays with K Different Integers,subarrays-with-k-different-integers,Hard,68.43528857763431,7028,125,False,"Array, Hash Table, Sliding Window, Counting"
1035,Cousins in Binary Tree,cousins-in-binary-tree,Easy,59.454388400741166,4346,234,False,"Tree, Depth-First Search, Breadth-First Search, Binary Tree"
1036,Rotting Oranges,rotting-oranges,Medium,58.897579592852665,15333,477,False,"Array, Breadth-First Search, Matrix"
1037,Minimum Number of K Consecutive Bit Flips,minimum-number-of-k-consecutive-bit-flips,Hard,62.353093171981655,2082,91,False,"Array, Bit Manipulation, Queue, Sliding Window, Prefix Sum"
1038,Number of Squareful Arrays,number-of-squareful-arrays,Hard,51.56256296594801,1045,49,False,"Array, Hash Table, Math, Dynamic Programming, Backtracking, Bit Manipulation, Bitmask"
1039,Find the Town Judge,find-the-town-judge,Easy,50.868741902262386,6995,634,False,"Array, Hash Table, Graph Theory"
1040,Maximum Binary Tree II,maximum-binary-tree-ii,Medium,70.67076979326944,574,806,False,"Tree, Binary Tree"
1041,Available Captures for Rook,available-captures-for-rook,Easy,71.86179370793552,817,650,False,"Array, Matrix, Simulation"
1042,Minimum Cost to Merge Stones,minimum-cost-to-merge-stones,Hard,46.3601798040863,2651,116,False,"Array, Dynamic Programming, Prefix Sum"
1043,Grid Illumination,grid-illumination,Hard,39.52245239411856,657,161,False,"Array, Hash Table"
1044,Find Common Characters,find-common-characters,Easy,74.7359571585043,4540,439,False,"Array, Hash Table, String"
1045,Check If Word Is Valid After Substitutions,check-if-word-is-valid-after-substitutions,Medium,61.24483601719922,1093,473,False,"String, Stack"
1046,Max Consecutive Ones III,max-consecutive-ones-iii,Medium,67.92571024210294,10601,193,False,"Array, Binary Search, Sliding Window, Prefix Sum"
1047,Maximize Sum Of Array After K Negations,maximize-sum-of-array-after-k-negations,Easy,54.006371171387514,1737,126,False,"Array, Greedy, Sorting"
1048,Clumsy Factorial,clumsy-factorial,Medium,61.6098119056699,445,366,False,"Math, Stack, Simulation"
1049,Minimum Domino Rotations For Equal Row,minimum-domino-rotations-for-equal-row,Medium,56.49340931938261,3289,271,False,"Array, Greedy"
1050,Construct Binary Search Tree from Preorder Traversal,construct-binary-search-tree-from-preorder-traversal,Medium,84.36199520248763,6824,93,False,"Array, Stack, Tree, Binary Search Tree, Monotonic Stack, Binary Tree"
1054,Complement of Base 10 Integer,complement-of-base-10-integer,Easy,63.35461796779849,2853,145,False,Bit Manipulation
1055,Pairs of Songs With Total Durations Divisible by 60,pairs-of-songs-with-total-durations-divisible-by-60,Medium,53.47664310666992,4338,183,False,"Array, Hash Table, Counting"
1056,Capacity To Ship Packages Within D Days,capacity-to-ship-packages-within-d-days,Medium,74.16005509416317,11136,295,False,"Array, Binary Search"
1057,Numbers With Repeated Digits,numbers-with-repeated-digits,Hard,47.70107970399127,873,91,False,"Math, Dynamic Programming"
1062,Partition Array Into Three Parts With Equal Sum,partition-array-into-three-parts-with-equal-sum,Easy,42.88853583075508,1814,169,False,"Array, Greedy"
1063,Best Sightseeing Pair,best-sightseeing-pair,Medium,62.70628831975712,3295,78,False,"Array, Dynamic Programming"
1064,Smallest Integer Divisible by K,smallest-integer-divisible-by-k,Medium,54.22138469582042,1657,1175,False,"Hash Table, Math"
1065,Binary String With Substrings Representing 1 To N,binary-string-with-substrings-representing-1-to-n,Medium,58.59444476525957,393,540,False,"Hash Table, String, Bit Manipulation, Sliding Window"
1070,Convert to Base -2,convert-to-base-2,Medium,61.98970564580988,575,312,False,Math
1071,Binary Prefix Divisible By 5,binary-prefix-divisible-by-5,Easy,53.68838415977287,1117,231,False,"Array, Bit Manipulation"
1072,Next Greater Node In Linked List,next-greater-node-in-linked-list,Medium,64.4619112973331,3551,130,False,"Array, Linked List, Stack, Monotonic Stack"
1073,Number of Enclaves,number-of-enclaves,Medium,71.95275613957153,4678,92,False,"Array, Depth-First Search, Breadth-First Search, Union-Find, Matrix"
1078,Remove Outermost Parentheses,remove-outermost-parentheses,Easy,87.22412158115392,3813,1731,False,"String, Stack"
1079,Sum of Root To Leaf Binary Numbers,sum-of-root-to-leaf-binary-numbers,Easy,76.61998560854398,3800,212,False,"Tree, Depth-First Search, Binary Tree"
1080,Camelcase Matching,camelcase-matching,Medium,65.486856355223,989,351,False,"Array, Two Pointers, String, Trie, String Matching"
1081,Video Stitching,video-stitching,Medium,52.75808021069437,1874,64,False,"Array, Dynamic Programming, Greedy"
1086,Divisor Game,divisor-game,Easy,71.98520072891932,2460,4212,False,"Math, Dynamic Programming, Brainteaser, Game Theory"
1092,Maximum Difference Between Node and Ancestor,maximum-difference-between-node-and-ancestor,Medium,78.18085166361945,5115,171,False,"Tree, Depth-First Search, Binary Tree"
1087,Longest Arithmetic Subsequence,longest-arithmetic-subsequence,Medium,50.031133828996275,4937,220,False,"Array, Hash Table, Binary Search, Dynamic Programming"
1093,Recover a Tree From Preorder Traversal,recover-a-tree-from-preorder-traversal,Hard,83.24221795196458,2305,70,False,"String, Tree, Depth-First Search, Binary Tree"
1095,Two City Scheduling,two-city-scheduling,Medium,68.64473242843577,4896,367,False,"Array, Greedy, Sorting"
1094,Matrix Cells in Distance Order,matrix-cells-in-distance-order,Easy,74.32658847789664,822,346,False,"Array, Math, Geometry, Sorting, Matrix"
1096,Maximum Sum of Two Non-Overlapping Subarrays,maximum-sum-of-two-non-overlapping-subarrays,Medium,61.02280336940049,2677,88,False,"Array, Dynamic Programming, Sliding Window"
1097,Stream of Characters,stream-of-characters,Hard,52.47763864042933,1888,187,False,"Array, String, Design, Trie, Data Stream"
1103,Moving Stones Until Consecutive,moving-stones-until-consecutive,Medium,52.49768594547789,259,658,False,"Math, Brainteaser"
1104,Coloring A Border,coloring-a-border,Medium,51.46054423768508,857,947,False,"Array, Depth-First Search, Breadth-First Search, Matrix"
1105,Uncrossed Lines,uncrossed-lines,Medium,65.3605774774567,3983,63,False,"Array, Dynamic Programming"
1106,Escape a Large Maze,escape-a-large-maze,Hard,36.735716881587024,719,173,False,"Array, Hash Table, Depth-First Search, Breadth-First Search"
1115,Valid Boomerang,valid-boomerang,Easy,39.82388619713154,472,544,False,"Array, Math, Geometry"
1114,Binary Search Tree to Greater Sum Tree,binary-search-tree-to-greater-sum-tree,Medium,88.36685405800337,4585,169,False,"Tree, Depth-First Search, Binary Search Tree, Binary Tree"
1111,Minimum Score Triangulation of Polygon,minimum-score-triangulation-of-polygon,Medium,67.50475614994973,2336,304,False,"Array, Dynamic Programming"
1113,Moving Stones Until Consecutive II,moving-stones-until-consecutive-ii,Medium,58.90569994756947,410,769,False,"Array, Math, Sliding Window, Sorting"
1119,Robot Bounded In Circle,robot-bounded-in-circle,Medium,56.57379998481967,3867,718,False,"Math, String, Simulation"
1120,Flower Planting With No Adjacent,flower-planting-with-no-adjacent,Medium,53.8375787302826,1588,727,False,"Depth-First Search, Breadth-First Search, Graph Theory"
1121,Partition Array for Maximum Sum,partition-array-for-maximum-sum,Medium,77.46373489129608,5105,438,False,"Array, Dynamic Programming"
1122,Longest Duplicate Substring,longest-duplicate-substring,Hard,31.234484396249627,2360,397,False,"String, Binary Search, Sliding Window, Rolling Hash, Suffix Array, Hash Function"
1135,Customers Who Bought All Products,customers-who-bought-all-products,Medium,64.12324934182016,1191,98,False,Database
1127,Last Stone Weight,last-stone-weight,Easy,66.56189898639869,6719,156,False,"Array, Heap (Priority Queue)"
1128,Remove All Adjacent Duplicates In String,remove-all-adjacent-duplicates-in-string,Easy,73.47287107580695,7137,276,False,"String, Stack"
1129,Longest String Chain,longest-string-chain,Medium,63.17936411307477,7856,273,False,"Array, Hash Table, Two Pointers, String, Dynamic Programming, Sorting"
1130,Last Stone Weight II,last-stone-weight-ii,Medium,60.118267403881056,3404,146,False,"Array, Dynamic Programming"
1136,Actors and Directors Who Cooperated At Least Three Times,actors-and-directors-who-cooperated-at-least-three-times,Easy,71.13935283627136,800,57,False,Database
1137,Height Checker,height-checker,Easy,81.79218709810982,1817,123,False,"Array, Sorting, Counting Sort"
1138,Grumpy Bookstore Owner,grumpy-bookstore-owner,Medium,64.08828160528259,2741,268,False,"Array, Sliding Window"
1139,Previous Permutation With One Swap,previous-permutation-with-one-swap,Medium,49.22191982933078,481,44,False,"Array, Greedy"
1140,Distant Barcodes,distant-barcodes,Medium,49.12429660706556,1362,52,False,"Array, Hash Table, Greedy, Sorting, Heap (Priority Queue), Counting"
1051,Shortest Way to Form String,shortest-way-to-form-string,Medium,61.68933899000958,1340,77,True,"Two Pointers, String, Binary Search, Greedy"
1069,Confusing Number,confusing-number,Easy,49.82137476864804,332,186,True,Math
1052,Campus Bikes,campus-bikes,Medium,59.08964459448283,1002,199,True,"Array, Sorting, Heap (Priority Queue)"
1053,Minimize Rounding Error to Meet Target,minimize-rounding-error-to-meet-target,Medium,45.903971547125074,157,149,True,"Array, Math, String, Greedy, Sorting"
511,All Paths from Source Lead to Destination,all-paths-from-source-lead-to-destination,Medium,37.31321009050645,770,434,True,"Graph Theory, Topological Sort"
1059,Missing Element in Sorted Array,missing-element-in-sorted-array,Medium,59.71717016567643,1741,69,True,"Array, Binary Search"
1058,Lexicographically Smallest Equivalent String,lexicographically-smallest-equivalent-string,Medium,81.05425400739827,2895,186,False,"String, Union-Find"
1060,Longest Repeating Substring,longest-repeating-substring,Medium,63.4570323143153,731,76,True,"String, Binary Search, Dynamic Programming, Rolling Hash, Suffix Array, Hash Function"
1061,Number of Valid Subarrays,number-of-valid-subarrays,Hard,80.04074133248122,336,18,True,"Array, Stack, Monotonic Stack"
1066,Fixed Point,fixed-point,Easy,64.32206111207174,449,67,True,"Array, Binary Search"
1075,Index Pairs of a String,index-pairs-of-a-string,Easy,68.68462343096235,384,109,True,"Array, String, Trie, Sorting"
1067,Campus Bikes II,campus-bikes-ii,Medium,55.84225428593592,967,89,True,"Array, Dynamic Programming, Backtracking, Bit Manipulation, Bitmask"
1068,Digit Count in Range,digit-count-in-range,Hard,46.497125596804054,97,25,True,"Math, Dynamic Programming"
1153,Product Sales Analysis I,product-sales-analysis-i,Easy,85.88657071426412,1507,253,False,Database
1154,Product Sales Analysis II,product-sales-analysis-ii,Easy,82.67656527166415,85,182,True,Database
1155,Product Sales Analysis III,product-sales-analysis-iii,Medium,46.162938430010506,810,1138,False,Database
1146,Greatest Common Divisor of Strings,greatest-common-divisor-of-strings,Easy,53.94916497466976,6061,1667,False,"Math, String"
1147,Flip Columns For Maximum Number of Equal Rows,flip-columns-for-maximum-number-of-equal-rows,Medium,78.54400841385657,1348,131,False,"Array, Hash Table, Matrix"
1148,Adding Two Negabinary Numbers,adding-two-negabinary-numbers,Medium,38.04390136578266,341,131,False,"Array, Math"
1145,Number of Submatrices That Sum to Target,number-of-submatrices-that-sum-to-target,Hard,74.6294992444017,3918,108,False,"Array, Hash Table, Matrix, Prefix Sum"
1161,Project Employees I,project-employees-i,Easy,66.90943531180862,1065,208,False,Database
1162,Project Employees II,project-employees-ii,Easy,50.44303560040515,207,63,True,Database
1163,Project Employees III,project-employees-iii,Medium,77.21592407065647,283,9,True,Database
1156,Occurrences After Bigram,occurrences-after-bigram,Easy,63.94528288884295,533,371,False,String
1160,Letter Tile Possibilities,letter-tile-possibilities,Medium,83.53696384178248,3152,92,False,"Hash Table, String, Backtracking, Counting"
1157,Insufficient Nodes in Root to Leaf Paths,insufficient-nodes-in-root-to-leaf-paths,Medium,55.28191421662212,757,746,False,"Tree, Depth-First Search, Binary Tree"
1159,Smallest Subsequence of Distinct Characters,smallest-subsequence-of-distinct-characters,Medium,63.61572264067911,2773,200,False,"String, Stack, Greedy, Monotonic Stack"
1172,Sales Analysis I,sales-analysis-i,Easy,74.78894565418678,204,82,True,Database
1173,Sales Analysis II,sales-analysis-ii,Easy,50.13106987175203,282,49,True,Database
1174,Sales Analysis III,sales-analysis-iii,Easy,47.777144769447744,869,170,False,Database
1082,Sum of Digits in the Minimum Number,sum-of-digits-in-the-minimum-number,Easy,76.71605950568116,121,151,True,"Array, Math"
1074,High Five,high-five,Easy,74.19566097497082,829,131,True,"Array, Hash Table, Sorting, Heap (Priority Queue)"
1076,Brace Expansion,brace-expansion,Medium,66.88294912559618,666,57,True,"String, Backtracking, Stack, Breadth-First Search, Sorting"
1077,Confusing Number II,confusing-number-ii,Hard,47.16708640177602,496,144,True,"Math, Backtracking"
1168,Duplicate Zeros,duplicate-zeros,Easy,53.72915191179952,2866,799,False,"Array, Two Pointers"
1169,Largest Values From Labels,largest-values-from-labels,Medium,64.4329188277198,498,639,False,"Array, Hash Table, Greedy, Sorting, Counting"
1171,Shortest Path in Binary Matrix,shortest-path-in-binary-matrix,Medium,51.747564168789296,7490,276,False,"Array, Breadth-First Search, Matrix"
1170,Shortest Common Supersequence ,shortest-common-supersequence,Hard,62.06921611676778,6018,101,False,"String, Dynamic Programming"
1183,Statistics from a Large Sample,statistics-from-a-large-sample,Medium,43.24202819434186,176,109,False,"Array, Math, Probability and Statistics"
1184,Car Pooling,car-pooling,Medium,56.41587386325673,4871,126,False,"Array, Sorting, Heap (Priority Queue), Simulation, Prefix Sum"
1185,Find in Mountain Array,find-in-mountain-array,Hard,41.78731586120678,3632,156,False,"Array, Binary Search, Interactive"
1188,Brace Expansion II,brace-expansion-ii,Hard,63.90262619372442,511,295,False,"Hash Table, String, Backtracking, Stack, Breadth-First Search, Sorting"
1193,Game Play Analysis V,game-play-analysis-v,Hard,50.34390947415132,193,37,True,Database
1198,Unpopular Books,unpopular-books,Medium,43.38404018747065,221,622,True,Database
1083,Two Sum Less Than K,two-sum-less-than-k,Easy,62.14491791029286,1175,135,True,"Array, Two Pointers, Binary Search, Sorting"
1084,Find K-Length Substrings With No Repeated Characters,find-k-length-substrings-with-no-repeated-characters,Medium,76.51154367277947,609,11,True,"Hash Table, String, Sliding Window"
1085,The Earliest Moment When Everyone Become Friends,the-earliest-moment-when-everyone-become-friends,Medium,66.10176839813285,1122,42,True,"Array, Union-Find, Sorting"
1099,Path With Maximum Minimum Value,path-with-maximum-minimum-value,Medium,54.714209701956726,1357,126,True,"Array, Binary Search, Depth-First Search, Breadth-First Search, Union-Find, Heap (Priority Queue), Matrix"
1195,Distribute Candies to People,distribute-candies-to-people,Easy,67.67425959912195,1033,203,False,"Math, Simulation"
1194,Path In Zigzag Labelled Binary Tree,path-in-zigzag-labelled-binary-tree,Medium,75.76446944215712,1550,331,False,"Math, Tree, Binary Tree"
1196,Filling Bookcase Shelves,filling-bookcase-shelves,Medium,68.61189365731458,2695,270,False,"Array, Dynamic Programming"
1197,Parsing A Boolean Expression,parsing-a-boolean-expression,Hard,69.81039615296542,1957,88,False,"String, Stack, Recursion"
1204,New Users Daily Count,new-users-daily-count,Medium,44.47496529746427,168,177,True,Database
1205,Defanging an IP Address,defanging-an-ip-address,Easy,90.07575163695326,2377,1791,False,String
1206,Corporate Flight Bookings,corporate-flight-bookings,Medium,67.71618866057747,1895,168,False,"Array, Prefix Sum"
1207,Delete Nodes And Return Forest,delete-nodes-and-return-forest,Medium,72.47485841051564,4825,148,False,"Array, Hash Table, Tree, Depth-First Search, Binary Tree"
1208,Maximum Nesting Depth of Two Valid Parentheses Strings,maximum-nesting-depth-of-two-valid-parentheses-strings,Medium,71.97920814906415,472,1935,False,"String, Stack"
1214,Highest Grade For Each Student,highest-grade-for-each-student,Medium,71.17660772569133,316,15,True,Database
1215,Reported Posts,reported-posts,Easy,64.80066543877369,118,420,True,Database
1203,Print in Order,print-in-order,Easy,73.13507079535965,1615,221,False,Concurrency
1187,Print FooBar Alternately,print-foobar-alternately,Medium,72.71350939461388,762,60,False,Concurrency
1216,Print Zero Even Odd,print-zero-even-odd,Medium,65.67064630160742,564,378,False,Concurrency
1186,Building H2O,building-h2o,Medium,58.34882021967881,590,201,False,Concurrency
1088,Number of Days in a Month,number-of-days-in-a-month,Easy,59.4011395320645,47,180,True,Math
1089,Remove Vowels from a String,remove-vowels-from-a-string,Easy,91.29740488166136,368,116,True,String
1091,Maximum Average Subtree,maximum-average-subtree,Medium,66.97335339863568,858,36,True,"Tree, Depth-First Search, Binary Tree"
1118,Divide Array Into Increasing Sequences,divide-array-into-increasing-sequences,Hard,65.47121117736052,133,32,True,"Array, Counting"
1217,Relative Sort Array,relative-sort-array,Easy,75.27741615522906,3382,201,False,"Array, Hash Table, Sorting, Counting Sort"
1218,Lowest Common Ancestor of Deepest Leaves,lowest-common-ancestor-of-deepest-leaves,Medium,79.47043876948273,2694,950,False,"Hash Table, Tree, Depth-First Search, Breadth-First Search, Binary Tree"
1219,Longest Well-Performing Interval,longest-well-performing-interval,Medium,37.81980236388297,1554,125,False,"Array, Hash Table, Stack, Monotonic Stack, Prefix Sum"
1220,Smallest Sufficient Team,smallest-sufficient-team,Hard,55.69129609743899,2282,57,False,"Array, Dynamic Programming, Bit Manipulation, Bitmask"
1225,Active Businesses,active-businesses,Medium,65.99104115623531,284,34,True,Database
1226,User Purchase Platform,user-purchase-platform,Hard,46.23278236914601,188,138,True,Database
1227,Number of Equivalent Domino Pairs,number-of-equivalent-domino-pairs,Easy,60.709754315813754,1126,379,False,"Array, Hash Table, Counting"
1229,Shortest Path with Alternating Colors,shortest-path-with-alternating-colors,Medium,48.10099886298339,3726,206,False,"Breadth-First Search, Graph Theory"
1228,Minimum Cost Tree From Leaf Values,minimum-cost-tree-from-leaf-values,Medium,67.92679565624827,4451,283,False,"Array, Dynamic Programming, Stack, Greedy, Monotonic Stack"
1230,Maximum of Absolute Value Expression,maximum-of-absolute-value-expression,Medium,48.68139922958157,680,420,False,"Array, Math"
1237,Reported Posts II,reported-posts-ii,Medium,32.0263098464318,172,579,True,Database
1098,Largest Unique Number,largest-unique-number,Easy,71.28406236820405,357,18,True,"Array, Hash Table, Sorting"
1090,Armstrong Number,armstrong-number,Easy,77.84915493467483,216,20,True,Math
1100,Connecting Cities With Minimum Cost,connecting-cities-with-minimum-cost,Medium,63.59680131791193,1178,60,True,"Union-Find, Graph Theory, Heap (Priority Queue), Minimum Spanning Tree"
1101,Parallel Courses,parallel-courses,Medium,62.29762819414427,1226,27,True,"Graph Theory, Topological Sort"
1236,N-th Tribonacci Number,n-th-tribonacci-number,Easy,63.1523597737997,4845,213,False,"Math, Dynamic Programming, Memoization"
1238,Alphabet Board Path,alphabet-board-path,Medium,51.911130284728216,938,187,False,"Hash Table, String"
1239,Largest 1-Bordered Square,largest-1-bordered-square,Medium,52.23480471458285,769,118,False,"Array, Dynamic Programming, Matrix"
1240,Stone Game II,stone-game-ii,Medium,72.8008956352322,3469,939,False,"Array, Math, Dynamic Programming, Prefix Sum, Game Theory"
1245,User Activity for the Past 30 Days I,user-activity-for-the-past-30-days-i,Easy,51.00803013013137,1116,1034,False,Database
1246,User Activity for the Past 30 Days II,user-activity-for-the-past-30-days-ii,Easy,35.620037658311674,108,380,True,Database
1250,Longest Common Subsequence,longest-common-subsequence,Medium,59.29258673318797,15173,251,False,"String, Dynamic Programming"
1247,Decrease Elements To Make Array Zigzag,decrease-elements-to-make-array-zigzag,Medium,49.268967580301386,465,169,False,"Array, Greedy"
1248,Binary Tree Coloring Game,binary-tree-coloring-game,Medium,52.991226743306605,1408,225,False,"Tree, Depth-First Search, Binary Tree"
1249,Snapshot Array,snapshot-array,Medium,36.746814113233604,3935,544,False,"Array, Hash Table, Binary Search, Design"
1251,Longest Chunked Palindrome Decomposition,longest-chunked-palindrome-decomposition,Hard,58.977375066625,716,35,False,"Two Pointers, String, Dynamic Programming, Greedy, Rolling Hash, Hash Function"
1258,Article Views I,article-views-i,Easy,76.67360804777505,2322,144,False,Database
1259,Article Views II,article-views-ii,Medium,47.311692404664356,135,30,True,Database
1102,Check If a Number Is Majority Element in a Sorted Array,check-if-a-number-is-majority-element-in-a-sorted-array,Easy,59.9413944669482,481,36,True,"Array, Binary Search"
1107,Minimum Swaps to Group All 1's Together,minimum-swaps-to-group-all-1s-together,Medium,61.25291935705454,1281,18,True,"Array, Sliding Window"
1108,Analyze User Website Visit Pattern,analyze-user-website-visit-pattern,Medium,44.305644815766925,568,3998,True,"Array, Hash Table, String, Sorting"
1124,String Transforms Into Another String,string-transforms-into-another-string,Hard,34.63748810656518,889,339,True,"Hash Table, String, Graph Theory"
1260,Day of the Year,day-of-the-year,Easy,50.18815033745182,515,496,False,"Math, String"
1263,Number of Dice Rolls With Target Sum,number-of-dice-rolls-with-target-sum,Medium,62.4258910999344,5346,187,False,Dynamic Programming
1261,Swap For Longest Repeated Character Substring,swap-for-longest-repeated-character-substring,Medium,44.62903628495339,1120,104,False,"Hash Table, String, Sliding Window"
1262,Online Majority Element In Subarray,online-majority-element-in-subarray,Hard,40.50399851218152,668,65,False,"Array, Binary Search, Design, Binary Indexed Tree, Segment Tree"
1268,Market Analysis I,market-analysis-i,Medium,57.479157546262414,761,75,False,Database
1269,Market Analysis II,market-analysis-ii,Hard,57.86548874323169,124,81,True,Database
1112,Find Words That Can Be Formed by Characters,find-words-that-can-be-formed-by-characters,Easy,71.64735178419413,2269,189,False,"Array, Hash Table, String, Counting"
1116,Maximum Level Sum of a Binary Tree,maximum-level-sum-of-a-binary-tree,Medium,70.00935168089853,4152,117,False,"Tree, Depth-First Search, Breadth-First Search, Binary Tree"
1117,As Far from Land as Possible,as-far-from-land-as-possible,Medium,52.35678188464888,4297,113,False,"Array, Dynamic Programming, Breadth-First Search, Matrix"
1133,Last Substring in Lexicographical Order,last-substring-in-lexicographical-order,Hard,35.094798872662054,669,459,False,"Two Pointers, String"
1278,Product Price at a Given Date,product-price-at-a-given-date,Medium,58.02361697187752,1439,335,False,Database
1123,Single-Row Keyboard,single-row-keyboard,Easy,87.81534460338102,546,23,True,"Hash Table, String"
1125,Design File System,design-file-system,Medium,65.15149363925488,643,81,True,"Hash Table, String, Design, Trie"
1126,Minimum Cost to Connect Sticks,minimum-cost-to-connect-sticks,Medium,71.99094051734414,1354,158,True,"Array, Greedy, Heap (Priority Queue)"
1144,Optimize Water Distribution in a Village,optimize-water-distribution-in-a-village,Hard,65.60708702449193,1214,40,True,"Union-Find, Graph Theory, Heap (Priority Queue), Minimum Spanning Tree"
1272,Invalid Transactions,invalid-transactions,Medium,32.36019896093262,621,2443,False,"Array, Hash Table, String, Sorting"
1273,Compare Strings by Frequency of the Smallest Character,compare-strings-by-frequency-of-the-smallest-character,Medium,63.420740900279995,756,982,False,"Array, Hash Table, String, Binary Search, Sorting"
1267,Remove Zero Sum Consecutive Nodes from Linked List,remove-zero-sum-consecutive-nodes-from-linked-list,Medium,53.191931210991875,3528,226,False,"Hash Table, Linked List"
1270,Dinner Plate Stacks,dinner-plate-stacks,Hard,33.67960859018461,520,69,False,"Hash Table, Stack, Design, Heap (Priority Queue)"
1291,Immediate Food Delivery I,immediate-food-delivery-i,Easy,80.60168763929963,305,13,True,Database
1292,Immediate Food Delivery II,immediate-food-delivery-ii,Medium,56.26276184761909,1291,175,False,Database
1279,Prime Arrangements,prime-arrangements,Easy,61.39405811296115,451,539,False,Math
1280,Diet Plan Performance,diet-plan-performance,Easy,56.05239086341521,174,297,True,"Array, Sliding Window"
1281,Can Make Palindrome from Substring,can-make-palindrome-from-substring,Medium,41.79040338358194,884,282,False,"Array, Hash Table, String, Bit Manipulation, Prefix Sum"
1282,Number of Valid Words for Each Puzzle,number-of-valid-words-for-each-puzzle,Hard,47.94035339128554,1306,89,False,"Array, Hash Table, String, Bit Manipulation, Trie"
1301,Reformat Department Table,reformat-department-table,Easy,76.32419065642009,864,647,False,Database
1131,Count Substrings with Only One Distinct Letter,count-substrings-with-only-one-distinct-letter,Easy,80.96886700518029,363,52,True,"Math, String"
1132,Before and After Puzzle,before-and-after-puzzle,Medium,51.889178721049724,93,158,True,"Array, Hash Table, String, Sorting"
1134,Shortest Distance to Target Color,shortest-distance-to-target-color,Medium,56.53468050245767,539,22,True,"Array, Binary Search, Dynamic Programming"
1152,Maximum Number of Ones,maximum-number-of-ones,Hard,70.67499095186392,173,36,True,"Math, Greedy, Sorting, Heap (Priority Queue)"
1287,Distance Between Bus Stops,distance-between-bus-stops,Easy,55.4659731847562,822,98,False,Array
1289,Day of the Week,day-of-the-week,Easy,59.29326317539272,460,2567,False,Math
1288,Maximum Subarray Sum with One Deletion,maximum-subarray-sum-with-one-deletion,Medium,48.16570404301932,2062,83,False,"Array, Dynamic Programming"
1290,Make Array Strictly Increasing,make-array-strictly-increasing,Hard,58.064925291098355,2367,51,False,"Array, Binary Search, Dynamic Programming, Sorting"
1209,Design Bounded Blocking Queue,design-bounded-blocking-queue,Medium,73.83314006460697,552,43,True,Concurrency
1297,Maximum Number of Balloons,maximum-number-of-balloons,Easy,64.0941779160888,2144,127,False,"Hash Table, String, Counting"
1298,Reverse Substrings Between Each Pair of Parentheses,reverse-substrings-between-each-pair-of-parentheses,Medium,72.01367174990247,2954,131,False,"String, Stack"
1299,K-Concatenation Maximum Sum,k-concatenation-maximum-sum,Medium,25.77344728586789,1517,134,False,"Array, Dynamic Programming"
1300,Critical Connections in a Network,critical-connections-in-a-network,Hard,59.93346213963182,6744,196,False,"Depth-First Search, Graph Theory, Biconnected Component"
1317,Monthly Transactions I,monthly-transactions-i,Medium,59.324951401517524,1474,134,False,Database
1318,Tournament Winners,tournament-winners,Hard,50.10188134285545,152,57,True,Database
